特 231,137,185,0,64,60,16,255,16,16,64,72,72,72,127,72,200,72,64,0,2,6,2,255,1,1,0,2,10,18,66,130,127,2,2,0,
代 228,187,163,0,0,128,96,248,7,32,32,32,127,160,16,17,22,16,16,0,1,0,0,255,0,0,0,0,0,3,12,16,32,64,248,0,
内 229,134,133,0,0,248,8,8,8,8,136,127,136,8,8,8,8,248,0,0,0,255,0,8,4,2,1,0,0,1,2,76,128,127,0,0,
信 228,191,161,0,0,128,96,248,7,0,4,36,36,37,38,36,36,36,4,0,1,0,0,255,0,0,0,249,73,73,73,73,73,249,0,0,
表 232,161,168,0,0,4,36,36,36,36,36,255,36,36,36,36,36,4,0,0,33,33,17,9,253,131,65,35,5,9,17,41,37,65,65,0,
化 229,140,150,0,0,128,96,248,7,0,0,0,255,64,32,16,8,4,0,0,1,0,0,255,0,4,2,1,63,64,64,64,64,64,120,0,
老 232,128,129,0,32,32,36,36,36,36,191,100,36,52,40,36,34,32,32,0,16,8,4,2,63,69,68,68,66,66,66,65,120,0,0,0,
给 231,187,153,0,32,48,172,99,16,32,80,72,68,67,68,72,80,32,32,0,34,103,34,18,18,0,254,66,66,66,66,66,254,0,0,0,
世 228,184,150,0,32,32,32,254,32,32,255,32,32,32,255,32,32,32,32,0,0,0,0,127,64,64,71,68,68,68,71,64,64,64,0,0,
位 228,189,141,0,0,128,96,248,7,16,144,16,17,22,16,16,208,16,0,0,1,0,0,255,64,64,65,94,64,64,112,78,65,64,64,0,
次 230,172,161,0,0,2,12,128,96,128,64,48,15,200,8,8,40,24,0,0,2,2,126,1,128,64,32,24,6,1,6,24,32,64,128,0,
度 229,186,166,0,0,0,252,36,36,36,252,37,38,36,252,36,36,36,4,0,64,48,143,128,132,76,85,37,37,37,85,76,128,128,128,0,
门 233,151,168,0,0,248,1,6,0,0,2,2,2,2,2,2,2,254,0,0,0,255,0,0,0,0,0,0,0,0,0,64,128,127,0,0,
